point_id,date,n_hours,GHI_Wh_m2,GHI_clearsky_Wh_m2,kt_daily,T2M_min,T2M_max,T2M_mean,RH2M_mean,WS10M_mean,cluster_id,GHI_daily_kWh,GHIcs_daily_kWh,Ta_mean_C,Ta_max_C,Ta_min_C,DTR_C,RH_mean_pct,wind_mean_ms
RJP_0083,2023-07-07,24,2604.98,6786.02,0.3838744949174921,25.97,32.87,28.7425,80.45958333333333,1.2054166666666666,2,2.60498,6.786020000000001,28.7425,32.87,25.97,6.899999999999999,80.45958333333333,1.2054166666666666
RJP_0083,2023-07-08,24,5807.5,7130.205,0.8144927109388861,25.9,33.01,29.2675,78.35916666666667,1.6137500000000002,2,5.8075,7.130205,29.2675,33.01,25.9,7.109999999999999,78.35916666666667,1.6137500000000002
RJP_0083,2023-07-09,24,5213.115,7366.69,0.707660428224888,25.33,32.08,28.83875,82.09750000000001,2.325833333333333,2,5.213115,7.366689999999999,28.83875,32.08,25.33,6.75,82.09750000000001,2.325833333333333
RJP_0083,2023-07-10,24,3412.07,7245.275,0.470937266011297,25.43,32.85,28.68583333333333,83.40416666666667,2.870416666666667,2,3.4120700000000004,7.2452749999999995,28.68583333333333,32.85,25.43,7.420000000000002,83.40416666666667,2.870416666666667
RJP_0083,2023-07-11,24,5014.6900000000005,7147.705,0.7015804373571658,25.09,33.75,28.95625,79.90875,3.3925,2,5.014690000000001,7.147705,28.95625,33.75,25.09,8.66,79.90875,3.3925
RJP_0083,2023-07-12,24,6177.915000000001,6694.349999999999,0.9228550942212465,25.22,33.77,29.61708333333333,78.7275,3.7625,2,6.1779150000000005,6.694349999999999,29.61708333333333,33.77,25.22,8.550000000000004,78.7275,3.7625
RJP_0083,2023-07-13,24,5495.895,6382.495000000001,0.8610888061800281,25.53,33.24,29.225,81.11458333333333,4.391666666666667,2,5.495895000000001,6.3824950000000005,29.225,33.24,25.53,7.710000000000001,81.11458333333333,4.391666666666667
RJP_0083,2023-07-14,24,4042.325,5926.755,0.6820469211229416,25.53,31.41,28.374583333333334,82.65291666666667,3.390833333333333,2,4.042325,5.926755,28.374583333333334,31.41,25.53,5.879999999999999,82.65291666666667,3.390833333333333
RJP_0083,2023-07-15,24,5358.145,6660.865,0.8044217980697703,24.98,31.14,27.811666666666667,86.05333333333333,3.50125,2,5.358145,6.660864999999999,27.811666666666667,31.14,24.98,6.16,86.05333333333333,3.50125
RJP_0083,2023-07-16,24,2989.84,6074.055,0.4922313018239051,24.97,31.52,28.29958333333333,83.91083333333333,3.2433333333333336,2,2.98984,6.074055,28.29958333333333,31.52,24.97,6.550000000000001,83.91083333333333,3.2433333333333336
